UsingIP,LongURL,PrefixSuffix-,SubDomains,HTTPS,DomainRegLen,RequestURL,AnchorURL,LinksInScriptTags,ServerFormHandler,DNSRecording,WebsiteTraffic,GoogleIndex,LinksPointingToPage,class
1,-1,1,0,1,-1,1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,1,1,0,1,-1,1,1,1,0,0
1,-1,-1,-1,1,-1,1,0,-1,-1,-1,0,1,1,0
1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0
1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,1,1
1,1,1,0,1,-1,1,0,0,1,1,0,1,0,0
1,-1,-1,-1,-1,-1,1,0,0,-1,1,1,-1,0,1
1,-1,-1,0,-1,-1,-1,1,0,-1,1,1,1,0,0
1,0,-1,1,1,-1,1,0,1,-1,-1,1,1,0,0
1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,1,1,1
1,1,1,-1,1,-1,1,0,-1,1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,1,1,-1,1,1,-1,0,0
-1,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,1,0,1
1,-1,-1,0,-1,1,-1,-1,0,-1,-1,0,1,1,1
1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,0,-1,1,1
1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,0
-1,1,-1,0,-1,-1,1,-1,1,1,-1,1,1,1,1
1,-1,1,1,1,-1,1,0,1,-1,1,1,1,0,0
1,-1,-1,0,-1,-1,1,1,0,-1,1,1,1,0,0
1,-1,-1,0,1,-1,1,0,0,1,1,1,1,0,0
1,1,-1,1,-1,1,1,-1,-1,1,-1,0,1,0,1
1,-1,1,0,1,1,-1,1,1,-1,1,1,1,1,0
1,1,-1,-1,1,-1,1,0,-1,1,-1,1,1,1,0
-1,-1,-1,1,1,-1,-1,0,-1,1,-1,1,-1,1,0
-1,1,-1,1,1,-1,1,0,-1,1,-1,0,-1,1,1
1,-1,1,0,1,-1,1,0,0,1,-1,1,1,1,0
1,-1,-1,-1,1,-1,1,0,-1,1,-1,1,1,1,0
1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,1,1,0
1,-1,-1,0,0,-1,-1,-1,0,-1,1,-1,1,0,1
1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,1,-1,0,1,-1,-1,0,1,1,1
1,1,-1,0,1,-1,1,0,0,1,1,1,1,0,0
1,-1,-1,1,1,-1,1,-1,1,-1,-1,0,1,1,1
1,-1,-1,1,1,-1,1,0,0,-1,1,1,1,0,0
1,1,-1,-1,1,-1,1,0,-1,1,-1,1,1,1,0
1,-1,-1,1,-1,1,-1,0,-1,-1,-1,0,1,1,1
1,-1,-1,1,-1,1,-1,0,0,-1,-1,-1,1,1,1
1,-1,-1,1,1,1,-1,0,0,-1,1,-1,1,0,0
1,-1,-1,0,1,-1,-1,0,1,-1,1,1,1,0,0
1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,0,1,1,-1,1,-1,-1,-1,0,-1,1,0
1,-1,1,1,1,-1,1,1,0,-1,-1,1,1,0,0
1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1,0
1,-1,-1,-1,1,-1,1,0,-1,-1,1,1,1,0,0
1,-1,-1,0,0,1,-1,0,0,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,1
1,-1,-1,1,1,-1,1,1,0,-1,1,1,1,0,0
1,-1,1,-1,1,1,-1,1,0,-1,1,0,1,0,0
1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1
1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,0,1
1,1,1,1,1,-1,1,0,-1,1,1,0,-1,0,0
1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,1,0,1
1,-1,1,0,1,-1,1,0,0,-1,1,1,1,0,0
1,-1,1,0,-1,-1,-1,1,1,-1,-1,1,1,1,0
1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,0,0
1,-1,-1,0,1,-1,1,1,-1,-1,1,0,1,0,0
1,-1,-1,0,1,-1,-1,0,-1,-1,1,0,1,0,0
1,-1,-1,0,1,-1,1,0,0,-1,1,1,1,0,0
-1,1,-1,-1,1,-1,1,1,-1,1,-1,1,1,1,0
1,-1,-1,-1,1,1,-1,0,0,-1,1,1,1,0,0
1,1,-1,1,1,-1,1,0,1,1,-1,1,1,-1,0
1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,0,1,0,1
1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,0,1
1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,-1,0,1
1,-1,-1,-1,1,-1,1,0,-1,-1,1,1,1,0,0
-1,1,-1,0,-1,-1,1,-1,1,1,-1,-1,1,0,1
1,-1,-1,-1,1,1,1,-1,-1,-1,1,1,1,0,1
1,-1,-1,0,1,1,-1,1,1,-1,1,1,1,0,0
1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,1
1,1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,0,1
1,-1,-1,0,1,-1,1,0,-1,-1,-1,0,1,0,1
1,-1,1,0,1,-1,-1,1,1,-1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,0,1,-1,-1,1,1,0,0
1,1,1,1,1,-1,1,1,1,1,-1,1,1,0,0
1,-1,-1,0,-1,1,-1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,1,1,1,0,0
1,1,-1,0,1,-1,1,0,1,1,-1,1,1,-1,0
1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,0,1
1,-1,-1,1,-1,-1,1,-1,1,-1,1,0,1,0,1
1,-1,-1,1,1,1,-1,0,1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,1,0,1
1,-1,1,1,1,-1,1,0,0,-1,1,0,1,0,0
1,-1,-1,0,1,1,-1,0,-1,-1,-1,1,1,1,0
-1,1,-1,1,-1,-1,1,-1,1,1,1,1,1,0,1
1,-1,1,1,1,-1,1,1,1,1,-1,-1,1,-1,0
1,-1,-1,0,1,1,-1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1
-1,-1,-1,0,-1,-1,1,0,0,-1,-1,1,1,1,0
1,-1,-1,0,-1,1,-1,0,-1,-1,1,0,-1,0,1
1,-1,-1,-1,1,-1,1,0,0,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,0,1,-1,-1,1,1,1,0
1,1,1,1,1,-1,1,1,0,1,1,-1,1,0,0
1,-1,1,0,1,-1,1,0,0,-1,1,1,1,0,0
1,-1,-1,-1,1,-1,1,0,0,-1,1,0,1,0,0
1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,0
1,1,-1,-1,-1,-1,1,-1,0,1,1,-1,1,0,1
1,-1,-1,-1,1,1,-1,-1,1,-1,1,0,1,0,1
1,1,1,-1,1,-1,1,1,0,1,-1,-1,1,1,0
1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1
1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1
1,-1,-1,-1,-1,1,-1,0,-1,-1,1,0,1,0,1
-1,-1,-1,0,0,-1,-1,-1,1,-1,-1,-1,1,0,1
1,1,-1,0,0,-1,1,-1,1,1,-1,-1,1,-1,1
1,-1,-1,1,1,-1,1,0,1,-1,-1,0,1,0,1
1,-1,-1,-1,-1,1,1,0,0,-1,1,-1,-1,0,1
1,-1,-1,-1,1,-1,1,1,0,-1,1,1,-1,0,0
1,1,-1,0,-1,-1,1,0,0,1,-1,1,1,0,0
1,-1,-1,-1,1,1,-1,0,-1,-1,1,1,1,0,0
1,1,-1,1,1,-1,1,0,0,1,1,-1,1,0,0
1,1,-1,0,1,-1,1,0,-1,1,1,1,1,0,0
1,-1,1,-1,1,-1,1,0,0,-1,-1,1,1,1,0
1,-1,-1,1,1,1,-1,1,-1,-1,1,1,1,0,0
1,-1,1,1,1,-1,1,0,0,-1,1,1,1,0,0
1,1,-1,1,1,-1,1,0,1,1,1,1,1,0,0
1,-1,-1,0,1,-1,1,0,0,-1,-1,1,1,1,0
1,1,-1,1,-1,-1,1,0,1,1,-1,-1,1,0,1
1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,1,0,1
1,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,1
1,-1,1,1,1,-1,1,1,-1,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0
-1,-1,-1,0,-1,-1,1,1,0,-1,-1,1,1,1,0
1,-1,1,0,-1,-1,-1,1,1,-1,-1,1,1,1,0
1,-1,-1,-1,1,-1,1,1,0,-1,1,1,1,0,0
1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,0
-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,0,1,0,1
1,-1,-1,-1,1,1,-1,0,0,-1,1,-1,1,0,0
1,-1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,0,1
1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1,1,1
1,-1,1,-1,1,1,-1,0,1,-1,-1,1,1,1,0
1,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,1,1,1
1,-1,-1,0,1,-1,1,0,0,-1,-1,1,1,1,0
-1,1,-1,1,1,-1,1,0,-1,1,-1,0,1,1,0
1,-1,-1,1,-1,-1,1,-1,0,-1,-1,-1,1,0,1
1,1,-1,1,-1,-1,1,-1,-1,1,-1,-1,1,0,1
1,-1,-1,0,0,-1,-1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,1,1,1,-1,1,1,-1,1,1,-1,0,0
-1,-1,-1,0,1,-1,1,0,-1,-1,-1,1,1,1,0
1,-1,-1,0,-1,-1,1,1,0,-1,-1,1,1,0,0
1,-1,-1,-1,1,-1,1,0,0,-1,1,1,-1,0,0
1,1,-1,0,-1,-1,1,0,0,1,1,1,1,0,0
1,-1,-1,1,1,1,1,0,-1,-1,-1,0,1,1,0
1,1,1,-1,1,-1,1,0,1,1,-1,1,1,-1,0
-1,-1,1,1,1,1,-1,1,0,-1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,0,-1,0,1
1,-1,-1,1,-1,1,-1,0,0,-1,-1,1,-1,1,1
1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,0,0
-1,-1,-1,0,-1,-1,1,-1,1,-1,-1,-1,1,1,1
-1,-1,-1,0,1,1,-1,0,1,-1,1,1,1,1,0
1,1,-1,-1,1,-1,1,0,-1,1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,1,-1,0,-1,1,0,1,1,1
1,-1,1,-1,1,-1,1,0,0,-1,1,1,1,0,0
1,1,-1,-1,-1,-1,1,0,1,1,1,1,1,0,0
1,1,-1,1,0,-1,1,0,0,-1,1,1,1,-1,0
1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,1,0
1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,1,0
1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,1,1,0,-1,1,1,-1,0,1
1,-1,1,-1,1,-1,-1,1,1,-1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,0,1,-1,1,1,-1,-1,0
1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,1
1,-1,-1,0,-1,1,1,0,-1,-1,1,1,1,0,0
1,1,-1,0,1,-1,1,-1,-1,1,1,0,1,0,1
1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,0
1,-1,-1,0,0,-1,1,-1,-1,-1,-1,0,1,0,1
1,0,-1,-1,1,-1,-1,-1,0,-1,-1,0,1,0,1
1,-1,-1,0,-1,1,1,-1,0,-1,-1,-1,1,0,1
1,1,-1,1,1,-1,1,0,0,1,1,1,1,0,0
1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,0,1
1,1,-1,1,1,-1,1,0,0,1,1,1,1,-1,0
-1,1,-1,0,1,-1,1,0,0,1,-1,1,1,1,0
1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,1,1,0
1,-1,-1,-1,1,-1,1,0,-1,-1,1,0,-1,0,0
1,1,-1,1,1,-1,1,0,-1,1,-1,0,1,0,0
1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1
1,-1,-1,0,0,1,-1,-1,-1,-1,1,-1,1,0,1
1,-1,1,0,-1,-1,1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,0,0,-1,1,1,1,0,0
-1,-1,1,1,1,-1,1,1,0,-1,1,1,1,1,0
1,1,-1,1,1,-1,1,1,0,1,1,1,1,0,0
1,-1,-1,0,-1,1,1,-1,1,-1,-1,-1,1,0,1
1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,-1,0,1
1,-1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1
1,1,-1,-1,-1,-1,1,-1,0,1,-1,-1,1,0,1
1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,1
1,1,-1,1,1,-1,1,0,1,1,1,1,1,0,0
1,-1,-1,-1,-1,1,1,0,0,-1,-1,1,1,1,1
1,0,-1,-1,1,-1,1,0,1,-1,1,1,1,0,0
1,-1,-1,0,-1,1,-1,-1,-1,-1,1,0,1,-1,1
-1,1,-1,0,0,-1,1,-1,0,1,-1,1,1,-1,1
1,-1,-1,0,0,-1,-1,0,-1,-1,-1,0,1,1,1
1,-1,-1,-1,-1,1,1,0,0,-1,-1,1,-1,1,0
-1,-1,-1,1,1,-1,1,0,-1,-1,-1,1,-1,-1,0
1,-1,-1,1,1,-1,1,1,0,-1,-1,1,1,1,0
1,-1,-1,0,-1,-1,-1,-1,-1,-1,1,1,-1,0,1
1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,0,1
1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,1
1,1,-1,0,0,-1,1,-1,0,1,-1,1,-1,1,1
1,-1,-1,0,-1,1,-1,0,-1,-1,-1,1,1,1,1
1,-1,-1,1,1,-1,1,0,-1,-1,-1,1,1,1,0
1,-1,-1,1,1,1,1,0,0,-1,-1,0,1,1,1
1,-1,-1,1,1,-1,-1,0,1,-1,-1,1,1,1,0
1,-1,1,1,1,1,-1,1,1,-1,-1,1,1,0,0
1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,-1,1,0
1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,0,1,-1,-1,-1,1,-1,0
1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,1,0,1
-1,-1,-1,1,1,1,1,0,1,-1,-1,1,1,1,0
-1,-1,-1,0,1,1,-1,1,-1,-1,-1,1,-1,1,0
1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,0,1,1,1,-1,0,-1,1,0,1,0,1
-1,-1,-1,-1,1,1,-1,0,0,-1,-1,1,1,1,0
1,-1,-1,0,0,-1,1,-1,0,-1,1,1,1,0,1
1,1,1,-1,1,-1,1,1,-1,1,1,1,1,0,0
1,-1,-1,1,1,-1,1,1,1,-1,1,1,1,0,0
1,-1,-1,-1,1,-1,1,0,1,-1,-1,1,1,1,0
1,-1,-1,1,-1,-1,1,0,0,-1,1,0,1,0,0
1,-1,-1,1,1,-1,1,1,0,-1,1,1,1,0,0
1,-1,-1,-1,1,1,-1,0,-1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,0,1
1,-1,-1,-1,1,1,-1,0,0,-1,1,1,1,1,0
1,-1,-1,-1,1,1,1,0,0,-1,1,-1,1,0,0
1,-1,1,-1,1,1,-1,0,-1,-1,-1,-1,1,1,0
1,-1,-1,1,1,1,1,1,0,-1,1,1,1,0,0
1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,1,1,1
1,-1,-1,1,1,-1,1,0,0,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,0,1,-1,1,-1,1,-1,0
1,-1,-1,1,-1,1,-1,-1,0,-1,-1,-1,-1,1,1
1,-1,-1,1,1,-1,-1,0,0,-1,-1,1,1,1,0
-1,1,1,-1,1,-1,1,0,0,1,1,1,1,1,0
1,-1,-1,0,1,1,-1,0,1,-1,1,0,1,0,1
1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,1,1,1
1,-1,-1,-1,-1,-1,-1,0,0,-1,1,1,-1,0,1
1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0,1,0,1
1,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,0
1,-1,-1,-1,1,1,-1,0,-1,-1,1,1,1,0,1
1,-1,-1,1,1,-1,1,0,1,-1,-1,1,1,0,0
-1,-1,-1,1,-1,-1,1,0,0,-1,1,1,1,1,0
1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,1,0,1
1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,1
1,-1,-1,-1,1,1,-1,1,1,-1,1,1,1,1,0
1,-1,-1,0,-1,-1,1,-1,0,-1,-1,0,1,1,1
1,-1,-1,-1,1,-1,1,0,0,-1,1,1,1,0,0
1,-1,-1,0,1,1,-1,-1,-1,-1,-1,0,1,0,1
1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1,1,1,1
1,-1,-1,0,-1,-1,1,0,0,-1,1,1,1,0,0
-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,1,1
1,-1,1,1,1,1,-1,1,1,-1,-1,-1,1,1,0
1,-1,1,-1,1,1,-1,0,1,-1,-1,1,1,1,0
-1,-1,-1,-1,1,-1,1,1,-1,-1,1,1,1,1,0
1,1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,0,1
1,-1,-1,0,1,1,-1,0,-1,-1,-1,1,1,1,0
1,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,-1,1
1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1
1,-1,1,0,1,1,-1,1,-1,-1,-1,1,1,1,0
1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,0,-1,-1,1,1,1,0,0
-1,1,-1,-1,1,-1,1,0,0,1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,1,0,1
1,1,-1,0,1,-1,1,0,0,1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,0,-1,-1,-1,0,1,0,1
1,-1,1,0,1,-1,-1,1,1,-1,-1,1,1,1,0
1,-1,-1,-1,1,-1,-1,0,0,-1,1,1,1,0,0
1,1,-1,-1,1,-1,1,0,1,-1,-1,0,-1,0,1
1,-1,-1,1,1,1,1,0,-1,-1,-1,0,1,1,0
1,-1,-1,0,0,-1,1,-1,-1,-1,-1,-1,1,0,1
-1,-1,-1,0,-1,1,-1,-1,1,-1,-1,-1,-1,1,1
1,-1,1,-1,1,-1,1,1,0,-1,1,1,1,0,0
1,-1,-1,0,-1,1,-1,-1,-1,-1,-1,0,1,0,1
1,-1,-1,1,-1,-1,1,1,1,-1,-1,1,1,1,0
1,-1,-1,0,-1,-1,1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,1,1,-1,1,0,-1,-1,1,0,1,0,0
1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,1,1,1
1,-1,-1,-1,1,1,-1,0,-1,-1,-1,0,1,0,1
1,1,-1,0,1,-1,1,1,0,1,1,1,1,0,0
-1,-1,1,0,1,-1,1,1,-1,-1,-1,1,1,1,0
1,1,-1,-1,1,-1,1,1,0,1,-1,1,-1,1,0
1,-1,-1,1,1,-1,-1,0,0,-1,-1,-1,1,1,0
1,-1,-1,1,1,-1,1,0,1,-1,1,1,1,-1,0
1,-1,-1,-1,1,-1,1,0,0,-1,1,1,1,0,0
-1,1,-1,0,-1,-1,1,-1,1,1,-1,-1,1,1,1
1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,1,1,1
1,-1,-1,1,1,-1,1,0,1,-1,-1,-1,1,1,0
1,-1,-1,1,-1,1,-1,0,-1,-1,-1,-1,-1,1,1
1,-1,-1,1,1,-1,-1,1,0,-1,1,-1,1,0,0
1,1,-1,-1,1,-1,1,0,0,-1,-1,0,1,0,0
1,-1,-1,-1,-1,-1,1,1,0,-1,-1,0,1,0,1
1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,1
1,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,1,1,1
1,-1,-1,0,1,-1,1,0,0,-1,-1,1,-1,1,0
-1,-1,-1,1,1,-1,1,1,0,-1,-1,1,1,1,0
-1,-1,-1,-1,1,-1,1,0,0,-1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1
1,-1,1,-1,1,-1,1,0,1,-1,-1,1,1,1,0
-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,0,0
1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,0,0,1,-1,-1,1,-1,1,-1,-1,0,1
1,-1,-1,-1,1,-1,1,1,1,-1,1,1,1,0,0
1,-1,1,0,-1,1,-1,0,-1,-1,1,-1,1,1,0
-1,1,-1,-1,1,-1,1,1,0,1,-1,1,1,1,0
1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,0,1
-1,1,1,0,-1,-1,1,1,1,1,-1,0,1,1,0
1,-1,-1,0,0,-1,1,-1,1,-1,-1,-1,-1,1,1
1,-1,-1,-1,1,-1,-1,0,0,-1,1,0,1,0,1
1,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,1,0,1
1,-1,-1,-1,1,-1,1,0,-1,-1,-1,1,1,1,0
1,-1,1,1,1,1,-1,1,0,-1,-1,-1,1,1,0
1,1,-1,0,0,-1,-1,-1,0,1,-1,-1,1,0,1
1,-1,-1,1,1,-1,1,0,0,-1,1,0,1,0,0
1,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1,0,0
-1,1,-1,0,1,1,-1,1,1,1,-1,1,1,1,0
1,-1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,1
1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,1,1,1
1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1
1,-1,-1,1,1,-1,1,0,0,-1,-1,0,-1,1,0
1,-1,1,-1,1,-1,1,0,-1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,1,1
1,1,1,-1,1,-1,1,0,0,1,1,1,1,0,0
1,1,-1,0,1,-1,1,0,-1,1,1,1,1,0,0
1,-1,-1,0,0,-1,1,-1,0,-1,1,-1,1,0,1
1,-1,-1,0,-1,1,-1,-1,0,-1,-1,0,1,1,1
1,-1,-1,0,0,1,-1,-1,-1,-1,1,1,-1,0,1
1,-1,-1,1,1,-1,-1,0,0,-1,-1,1,1,1,0
1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,1,0,-1,1,1,1,1,0
1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,0,1
1,-1,-1,0,0,-1,1,-1,-1,-1,-1,1,1,1,1
1,-1,-1,0,0,1,-1,-1,0,-1,1,-1,1,0,1
1,-1,-1,-1,-1,1,-1,0,-1,-1,1,0,-1,0,1
1,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,-1,1,0,-1,-1,-1,0,1,0,1
-1,-1,-1,-1,1,1,1,0,1,-1,-1,1,1,1,0
1,-1,1,0,1,-1,1,1,-1,-1,-1,1,1,1,0
1,-1,1,1,1,1,-1,1,1,-1,1,1,1,0,0
1,-1,-1,1,1,-1,-1,0,1,-1,1,1,1,0,0
1,-1,-1,0,0,1,-1,-1,0,-1,-1,-1,1,0,1
1,-1,-1,-1,-1,-1,1,-1,0,-1,1,-1,1,0,1
1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,-1,0,1
1,-1,-1,1,1,1,-1,0,-1,-1,1,1,-1,0,0
1,-1,-1,1,1,-1,1,0,-1,-1,-1,0,-1,0,1
-1,-1,1,1,1,-1,1,1,1,-1,-1,1,1,1,0
1,-1,-1,0,0,1,-1,-1,-1,-1,1,-1,1,0,1
-1,-1,-1,-1,1,1,-1,1,1,-1,-1,1,1,1,0
-1,-1,-1,0,0,1,-1,-1,1,-1,-1,-1,1,1,1
1,-1,1,1,1,-1,1,0,1,-1,-1,1,1,1,0
1,-1,-1,0,0,1,1,-1,-1,-1,1,0,-1,0,1
1,-1,1,-1,1,-1,1,0,0,-1,1,1,1,1,0
1,-1,-1,-1,1,1,1,1,0,-1,1,1,1,0,0
1,-1,-1,0,0,-1,1,-1,0,-1,1,1,1,0,1
1,-1,1,-1,1,-1,1,0,0,-1,1,1,1,0,0
1,-1,-1,0,-1,-1,-1,1,1,-1,-1,-1,1,1,0
1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,1,0,1
1,-1,-1,0,-1,-1,1,-1,1,-1,-1,1,1,1,1
1,-1,-1,0,1,1,-1,1,0,-1,-1,-1,1,1,0
1,-1,-1,-1,1,1,-1,-1,0,-1,-1,-1,1,0,1
1,1,-1,0,0,-1,1,1,0,1,1,-1,-1,0,1
1,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1
-1,1,1,-1,1,-1,1,1,0,1,-1,1,1,1,0
1,1,-1,0,1,-1,1,0,1,1,1,1,1,0,0
1,-1,-1,-1,-1,1,-1,0,-1,-1,1,1,-1,0,1
1,-1,-1,-1,-1,-1,1,0,0,-1,-1,0,1,0,1
1,0,-1,-1,-1,1,-1,0,0,-1,-1,1,1,-1,1
1,-1,-1,0,0,-1,1,-1,-1,-1,1,1,1,1,1
1,1,-1,0,0,-1,1,-1,-1,1,-1,-1,1,1,1
1,-1,-1,0,0,1,-1,-1,1,-1,-1,-1,-1,0,1
1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,1,0,1
1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,0,1
-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1,1,1,0
1,-1,-1,1,1,-1,1,0,0,-1,1,0,1,0,1
1,-1,-1,-1,1,1,1,0,1,-1,1,1,1,0,0
1,-1,-1,1,-1,1,-1,-1,-1,-1,1,0,1,0,1
1,-1,-1,1,-1,-1,1,0,0,-1,-1,0,1,-1,1
1,-1,-1,-1,1,-1,-1,0,0,-1,-1,0,1,0,1
1,1,-1,0,0,-1,1,-1,-1,1,-1,0,1,0,1
1,-1,-1,-1,-1,-1,1,0,0,-1,1,0,1,0,1
1,-1,1,1,1,-1,1,1,0,-1,-1,1,1,0,0
1,-1,-1,0,-1,-1,1,0,0,-1,1,1,1,0,1
1,1,1,1,1,-1,1,1,0,1,-1,-1,1,1,0
1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,0,1
1,-1,-1,0,1,-1,1,0,1,-1,1,1,1,0,0
1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,0,1,1,1
