,text,source,label,len
78,"Security protocol update
Your uw.edu Account is using old security version kindly upgrate mailbox to use the new and improved security
protocol.
You're getting this email to prevent your mailbox from loss of data due to vulnurable security license.
Upgrade and secure mailbox now
THIS SERVICE IS FREE.
You received this email to let you know about important changes to your uw.edu Account and services.
© 2020 uw.edu mail service center.
",https://ciso.uw.edu/education/more-phishing-examples/,1,439
79,"daren , bp invoiced hpl at $ 4 . 955 for the deal below , and sitara shows $ 4 . 95 . can you please verify the pricing ? thanks .",ENRON,0,130
80,"we spoke prior to the holiday and you were working on a list on support names
and projects that research is working on for various bus . can you tell me
how you are doing on that ? sarah brown , my manager , had a meeting with corp
and they are disputing the billing we are proposing to bill to them ( $ 1 . 9 m ) .
their argument is that they are going to bill ena back anyway ; therefore ,
they have agreed to take 40 % of the amount we intented to bill them in 2001 ,
which is approximately $ 760 k . if you have any questions , please call .
thanx .",ENRON,0,553
81,"start date : 1 / 6 / 02 ; hourahead hour : 7 ; no ancillary schedules awarded . variances detected .
variances detected in load schedule .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2002010607 . txt
- - - - load schedule - - - -
$ $ $ variance found in table tblloads .
details : ( hour : 7 / preferred : 456 . 70 / final : 456 . 67 )
trans _ type : final
load _ id : scel
mkt _ type : 2
trans _ date : 1 / 6 / 02
sc _ id : enrj",ENRON,0,495
82,"( see attached file : hplnol 16 . xls )
- hplnol 16 . xls",ENRON,0,57
83,"hi will ( or sam ) ! i hope you had a good weekend ! the probability of the car
being blue should be . . . . hemmm . . . . let ' s see . . . . 41 . 38 % ? ? ?
by the way , do you know of any book on the collapse of ltcm ?
ciao ,
giuseppe",ENRON,0,237
84,"There has been an automatic security update on your email address. Click here to complete update
Please note that you have within 24 hours to complete this update because you might lose access to your Email Box.
CLICK HERE",https://lts.lehigh.edu/phishing/examples,1,222
85,"The Stanford Canvas team posted five new messages on your Canvas dashboard that requires immediate attention.
Login to Canvas
Thanks
Stanford Canvas Team",https://uit.stanford.edu/phishing,1,153
86,"Hi,

I’m in a meeting right now and that’s why I’m contacting you through email. I should have called you, but phone call is not allowed during the meeting. I don’t know when the meeting will be rounding up, I want you to help me out on something very important right away.

On Jul 13, 2019 12:05 PM, John Doe <jdoe.stanford@gmail.com> wrote:
Available?
--
Chair

John Doe",https://uit.stanford.edu/phishing,1,380
87,"Your Web mail account Certificate is about to expire, not to interrupt your email delivery configuration and account POP settings when sending message.
To re-new your web mail Certificate, Please take a second to update your records
With this link: Update-Link
account will work as normal after the verification process,
and your web mail Certificate will be updated.",https://lts.lehigh.edu/phishing/examples,1,367
88,"Dear User,
Someone recently tried to use an application to sign-in to your computer. We have found suspicious login
in Microsoft
attempts on your windows computer through an unknown sources. When our Microsoft security officers
investigated it was found out that someone from foreign IR address was trying to make prohibited
connection on your network which can corrupt your windows license key.
Please review the details of the Sign-in attempt. Last log-in attempt on your IP (Internet Protocol) address:
Date :16 March 2020
Location: North Korea & China
DVICE oft wicows
I.P Address: 127.29.217.255
If you do not recognize the sing-in attempt, someone else might be trying to access your network.
Please Contact Microsoft security Center and report to us immediately Call Toll Free: +1-844-307-7995",https://uit.stanford.edu/phishing,1,800
89,"Dear Sir/Ma
Happy New Year to you and your family.
Good Morning! How are you doing? I need urgent assistance on flight eservation please. I work with Lehigh University.
I hope to hear from you soon.",https://lts.lehigh.edu/phishing/examples,1,198
90,"Nadia El Alaoui wants to connect with you on Linkedin.
Nadia El Alaoui
Senior Analyst at Goldman Sachs Private Equity View Profile
Accept
You are receiving Invitan emails. Unsubscribe
This email was intended for Linay Nelson (Sydent at Pensacola State College). Learn why we included this 2012,
Linkedin Corporation. 2029 Stierlin Mountal View, CA 94043, USA",https://lts.lehigh.edu/phishing/examples,1,358
91,thank you for your request . you will be notified by email when your request has been processed . you can check the progress of your request by clicking http : / / itcapps . corp . enron . com / srrs / auth / emaillink . asp ? id = 000000000058321 & page = myreq .,ENRON,0,264
92,"kevin :
here is a memo outlining our strategy for the copel position .
steven sheldon
director
enron principal investments",ENRON,0,122
93,"hello :
steve holmes said i should e - mail you to let you know the above well
availability will change from 2 mmbtu / d to 8000 mmbtu / d effective 7 / 26 / 00 .
it was in the process of fractionation .
please call me at ( 405 ) 552 - 4585 if you have any questions .
thanks .
evelyn daniel
devon energy",ENRON,0,304
94,"Dear Staff, Employee & Student,
You have Two (2) important security message from BlackBoard
Continue To View Here:
Sincerely,
BlackBoard Mail",https://lts.lehigh.edu/phishing/examples,1,141
95,"please see attached , would love feedback .",ENRON,0,43
96,"anne ,
thanks for contacting me about this .
as a matter of fact , i wanted to talk to you about it
today as this matter was outstanding for a long time .
i think we should go ahead and adjust gwen to manager ,
effective march 1 . the compensation would be her current base plus
10 k . this is what we typically do when we promote an associate to a manager .
such promotions take place in march and i think
gwen should not be penalized for the inefficiency of her management
( i . e . my and maureen ' s procrastination ) .
on unrelated and more serious matter . gary hickerson is the primary client
for maureen ' s services . he communicated to me a few weeks ago that he is
unwilling to underwrite maureen ' s position ( he is in general unhappy with
her contribution ) . this means that maureen will have to find another sponsor or leave enron .
given her abrasive and aggressive personality finding another internal customer
will be quite a challenge .
gary volunteered to pay a very generous severance to maureen from his budget .
i would like to talk to you about it when you have a few minutes .
vince
",ENRON,0,1109
97,"Hi user@stanford.edu
You have 8 unreceived emails on 12/8/2020 10:58:27 p.m., this was caused due to a system delay, Rectify Below:
View Pending Messages In Mail Saver.
Source: stanford.edu Support",https://uit.stanford.edu/phishing,1,197
98,"bob says he was not billed for a purchase he made from you at 5 k $ 5 . 16 on feb 21 st . will you check this out and get with
bob a and katherine herrera .
jw
",ENRON,0,160
99,"Subject: global intelligence status
i ' m attaching a summary status to let you know where we are and what the
preliminary project costs are looking like . jennifer fraser has been trying
to identify some additional individuals from the trading organization to
provide input into the final design . these meetings are being conducted by
it today ( 3 - 5 pm ) and tomorrow ( 3 - 5 pm ) . doesn ' t sound like she ' s had great
success at getting people identified . can you provide names of resources who
could participate ?",ENRON,0,523
100,"Subject: telephone interview with the enron corp . research group
good afternoon mr . xu
your resume has been forwarded to the research group with enron corp .
they would like to conduct a telephone interview with you at your convenience .
please let me know your available dates and times along with the telephone
number you may be reached at and they will call you .
the interviewers would be :
vince kaminski managing director
stinson gibner vice president
zimin lu director
look forward to hearing from you .
regards ,
shirley crenshaw
administrative coordinator
enron corp . research
713 / 853 - 5290
email : shirley . crenshaw @ enron . com",ENRON,0,646
101,"Walgreens Secret Reviewers
We are looking for secret reviewers to rate their local Walgreens store!

No experience needed, just your honest opinion.
The task requires you to shop and evaluate our employees.

You will get paid to shop and you can keep the products.

You will be paid with amounts between $200-400 per assignment.

Reviewers are selected randomly every week and if selected, they will be contacted via phone or email.

Join our team by filling in the application form.",https://uit.stanford.edu/phishing,1,483
102,"Hello,
Due to ongoing Lehigh University anti-phishing server
upgrade, please kindly follow this link to upgrade/secure your
webmail to avoid service suspension on Tuesday, April 21, 2015
(EDT).
© 2015 Lehigh University, 27 Memorial Drive West, Bethlehem,
Pa. 18015",https://lts.lehigh.edu/phishing/examples,1,265
103,"Dear Member,
Access To Your Lehigh E-
Mail Account Is About To Expire
Click Here To Renew Your Lehigh Webmail Account
Regards,
Lehigh University
©2015 Lehigh University",https://lts.lehigh.edu/phishing/examples,1,169
104,"I am currently working on research that has to do with Combine
principles of experimental and computational and experimental
engineering mechanics and I need someone to work as my assistant for
$500/week doing the above-mentioned tasks. This position is considered
Category IIA: Not required on campus and can telework remotely for the
duration of the University's response to COVID -19. An employee hired
into this role will be responsible for providing space, telephone,
printing, networking, and/or internet capabilities at the telecommute
location and agree to the terms of the University campus and Health
Academics COVID -19 Telecommuting Agreement and will work for just 1-2
hours a day, three times weekly.
Apply Below if interested
Full Name*
Alternate Email*
Age*
Mobile
Number*
Full Physical Address*
Submit",https://ciso.uw.edu/education/more-phishing-examples/,1,818
105,"STANFORD FINANCIAL AID SUPPORT in affiliation with the University Information Technology Center is currently hiring students to work
remotely as Research assistants and get paid $350 weekly for the Pandemic Support Program
To proceed with the application process submit your full name, functional phone number and major via this email address or text the Center director
(559) 398-2707
DEPARTMENT
Financial Aid Office
University Human Resources
Abigail D. Gregory
SR FIN ANALYST 1
ADVANCED TECHNOLOGY RESEARCH CENTER
Human-Computer Interaction (HCI) , Health Informatics, Computer ",https://uit.stanford.edu/phishing,1,581
106,"dec . 27 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily
lsp hpl katy i / c 30 . 000 / enron",ENRON,0,105
107,"Your mailbox has reached 497MB. which is over 98% of
the allocated 500 MB.To avoid the loss of your account,
you are required to upgrade your Mailbox account by clicking
on the link below to enable the increase in the storage
quota of your account.
http:/www4.lehigh.edu/quota-limit-access.
Sincerely,
Lehigh University
27 Memorial Drive West,
Bethlehem, PA 18015 USA.
",https://lts.lehigh.edu/phishing/examples,1,369
108,"This is to notify you that the Lehigh University received a
terror threat through your email directly to the University.The (IT)
Policy Help Center STRICTLY require your email account verified and
clear you from sending terror threats at the University with the email
system of the University and for an active affiliation with cyber
technology services.
The satellite system network does not show 2015 active uiversity data for
you at this time. You are required to provide the following
information in response to this email for activation and proper
verification and scrutiny:
Username:
Password:
Your email account is scheduled to be deactivated within 24 hours ""Non
Compliance ""After that time, you will not be able to access your
mail box. Emails sent to your mailbox will be rejected.
Lehigh University communications
27 MEMORIAL DRIVE WEST, BETHLEHEM,
PA 18015 USA",https://lts.lehigh.edu/phishing/examples,1,872
109,"Dear Lehigh Users,
The password associated with this account will expire shortly. To continue using this account
without any changes, click on the ""Keep My MAIL ACCOUNT"" button below:
MAIL ACCOUNT
Please Note: This request is compulsory if you do not keep your account, it may lead to service
suspension
We apologize for any inconveniences this may have caused.
Thank you,
Lehigh university help desk.",https://lts.lehigh.edu/phishing/examples,1,401
110,"i wanted to give you a quick update on confirmlogic . . . .
testing was done last week on the confirmlogic module . on thursday , we discussed with kathryn cordes and the confirmlogic it team the items that we had found that were "" show stoppers "" as far as releasing the product for beta testing . some of the major items found were the inability to properly handle basis swaps for gas and inability to display meaningful index references for power ( they were pulling in a code rather than a description of the index ) .
the team worked on the "" fixes "" and migrated the code last night . today during testing , they found that the new code had actually caused problems with the fixed price and volume information , which was working previously . i talked to kathryn and she said that the were rebuilding the code . she said that someone had tested the fix last night and everything worked fine . we plan more testing in the morning .
they are doing a high - level demo this thursday for beta customers just to introduce the module . they were planning on having more extensive beta demos for each client starting next week but realize that those may have to postponed further .
we have told them that we would not sign off for beta testing until we were comfortable that the items that we identified were working . we need consistent , stable days of testing before i will feel comfortable .
overall , we like the "" new "" streamlined version of the screens and feel that it will be a good product if they can work out the data display issues .
call with any questions .
kim theriot",ENRON,0,1584
111,"following are the responses i received to the question : please ask your schedulers to e - mail me which pipelines still maintain the ability to do nominations via a dial up connection to their ebb ( modem and a phone line ) .
please ask them to call their representatives if unsure .
pipelines that require or can use dial up for ebb access
from responses to an e - mail mailed out to all managers in houston , denver and calgary
cora nigas
michcon
peoples
tammy gilmore reliant field services
accunom
michael olsen epgt
oasis
lonestar
patti sullivan pg & e
robert ramirez cgulf
richard pinion
713 - 853 - 7339",ENRON,0,611
112,"Your Mailbox Quota is almost filled up.
When it is completely filled up, you will not be able to send, receive and forward messages, until you adjust and maintain your mailbox.
Visit the Outlook Storage Access and log in to send a request to your Mailbox Administrator to adjust and maintain your Mailbox Storage.
David Schofield
IT Help Desk
Information and Technology Service
x Right
-click
or
tap.",https://uit.stanford.edu/phishing,1,400
113,"vance ,
thank you for the information . that explains the deal . what we need now , to
correctly book these volumes and clear any current issues in volume
management and / or settlements which would date back to the inception of the
deal . this will also ensure that your book is correct for this deal . i
think that bob cotten is the one to correct / add the deal , and then tom acton
and myself will need to make requests of volume mgmt . to kick - off the
re - booking process .
thank you for your time ,
mary
ext . 35251",ENRON,0,524
114,"at enron , we ' re good at a lot of things : making markets , commoditizing products , managing risk , offering innovative energy solutions to customers - the list goes on and on . however , one of the things we could do a lot better is watching our expenses . we ' re all shareholders in this company , and we need to spend our company ' s dollars as wisely as we spend our own .
there are some simple , yet significant measures each of us can take to make sure we ' re careful with enron ' s money . the policy committee has approved and recommended the following :
? professional services - this is our largest area of discretionary spending , at more than $ 600 million last year . "" professional services "" includes our contracts with outside law and accounting firms , contractors and other consulting groups . to make sure that we are negotiating the best rates and terms of service for the company across business units , we are requiring all future professional service contracts and those up for renewal to be negotiated through or in consultation with global strategic sourcing ( gss ) , effective july 1 . in addition , contracts for more than $ 5 , 000 must be pre - approved by the business unit senior executive or their designee and gss . for more information , see http : / / ibuyit . enron . com .
? on - line expense reporting tool xms - xms , our online expense reporting tool , enables us to expedite , monitor and report expenses . effective july 1 , all employees on domestic u . s . payroll will be required to use xms for reimbursement of business - related expenses . to access xms , go to http : / / xms . enron . com / .
? enterprise wide portal - we currently have 122 internal web sites across the company . the amount of technology work , marketing collateral , and other related costs required to develop and support so many portals is sizeable . it makes sense to have one enron portal so you can efficiently access content and services through a single , personalized channel that will make it easier for you to find information and perform basic tasks online . this new company - wide portal , under the leadership of tony mends , will be launched in several phases beginning this fall .
another significant area where we can be more diligent in our spending is travel and entertainment . enron has long had travel policies in place . as we have grown , we have not done as well as we should have in communicating those policies to new employees and reminding all employees to take advantage of the discounts we have negotiated . the availability of discounts and booking services online should make it easy to save money for the company without sacrificing the comfort of employees who travel . the following are common sense recommendations that we should all adhere to when traveling for business . any regular deviations from these travel policy recommendations will be reviewed by each business unit leader .
? air travel - employees are requested to use either travel agency in the park ( tap ) or the gss - approved preferred travel agency for your location - all of which have access to the significant airfare discounts negotiated by gss - or http : / / clicktrip . enron . com / enron , the new online travel booking service that allows employees to book their own travel with the same negotiated discounts . employees who fly in the united states should book non - refundable coach tickets , which are typically 65 percent less than refundable tickets and can usually be changed by simply paying a $ 100 fee . for this reason , we strongly encourage all employees to purchase non - refundable domestic coach tickets when possible .
? lodging - gss has also negotiated preferred rates at a number of hotel chains in many cities worldwide to accommodate each business unit ' s individual hotel policy . we recommend that you use enron ' s list of preferred hotels to select accommodations that are in line with your business unit ' s policies . you can view the list at http : / / travel . enron . com .
? car rental services - when renting a car for business travel , employees should use our preferred car rental agencies - national ( u . s . and canada ) and alamo ( u . s . ) - since the agreements we have negotiated are intended to protect you and enron through the insurance coverage in our contract . visit http : / / travel . enron . com for details and updates to services available outside the u . s .
? off - site meetings - all domestic - u . s . off - site meetings and events with more than 10 people should be coordinated through gss , which will negotiate preferred rates for enron . they can be reached at ( 713 ) 646 - 8311 .
because there are differences between business units and offices , each business unit leader will follow up this memo with a communication further elaborating on these policies as they apply to their business unit .
each of us has a responsibility to make sure we do our part to ensure enron retains its competitive edge . these recommendations are some basic , sensible actions we can take company - wide , but it is up to every employee to look for cost saving measures and do what makes sense in your daily activities . if you have an idea or a suggestion you would like to share with us , please e - mail us at @ enron . com . a list of questions and answers about these policies is posted on http : / / ibuyit . enron . com / gss / ibuyit / csfaq . doc . if you have additional questions , policy committee member kevin hannon will host an espeak on tuesday , june 19 at 10 a . m . houston time to discuss these cost saving recommendations .",ENRON,0,5635
115,"Re: Urgent-Important Campus Alert! (Lehigh. Edu)
Hello,
There's a police situation on campus, we encourage everyone to read and follow protocol.
This message is sent via secured HTML Click Here to view.
Thanks,
Richard Nixxon,
Lehigh University
provides a leading-edge library and technology environment that enables flexibility, innovati
experience, research, administration, community-building and outreach.
Contact Information
Library & Technology Services
FWFM | ihrany",https://lts.lehigh.edu/phishing/examples,1,473
116,"Checkout the new Stanford webmail and know if it has started working for you, its secured, faster and easy, you can give it a try by signing with your correct user and password.

click here to sign in: http://soconnectzm.voici.org/

Thanks

Stanford Mail Service
_______________________________________________
email-campaign mailing list
email-campaign@lists.stanford.edu
https://mailman.stanford.edu/mailman/listinfo/email-campaign",https://uit.stanford.edu/phishing,1,433
117,"We noticed that your mailbox has exceeded the allocated storage limit
as set by our administrator, you will not be able to send or received
email until you upgrade your allocated quota for effective use.
To upgrade your quota now, you need to Copy/click below link to fill
the upgrade form.
http://admincentre. byethost13.com/form.php
Failure to do this will have your account inactive.
Lehigh University Support Team.
27 Memorial Drive West, Bethlehem, PA 18015 USA · Phone: (610) 758-3000
Copyright ©2016
All rights reserved.
",https://lts.lehigh.edu/phishing/examples,1,530
118,"New messages are being held in your temp folder due to a sync error.
Follow below link to access pending messages and choose what to do with them.
https://www.cs.stanford.edu/msg panel/",https://uit.stanford.edu/phishing,1,185
119,"Hi, Got a moment? Give me your personal cell number.I need you to complete a task for me
Thanks
(A familiar name, often a supervisor often a person in a leadership position)
Professor of Accounting
Sent from my iPhone",https://uit.stanford.edu/phishing,1,217
120,"i have updated the draft enhancement document to automate the load of scheduled quantities . once again , i would appreciate your feedback . please have your comments to me by cob 10 / 19 / 01 .
thanks ,
tammy",ENRON,0,209
121,"i am currently going over the february setup in unify to locate current and
potential problems for the month . if you like , i would be glad to get
together tomorrow afternoon and review the problems just to give you an
overview on what i see .
let me know .
ken",ENRON,0,262
122,"Attention User,
MAILBOX QUOTA EXCEEDED!
Your mailbox has exceeded the limit of 20.0GB set by
system administrator, you are currently at 20.1GB. Further incomingoutgoing
Further incoming outgoinge-mails will be returned undelivered.
Sign in here to extend your quota limit and continue using e-mail service.
Failure to upgrade will lead to set ice suspension.",https://lts.lehigh.edu/phishing/examples,1,358
123,"here is what we know so far with the recent announcement of a deal between socal and the state for the transmission lines :
? the deal may be enough to save socal from bankruptcy . this will depend on the payment terms as well as how soon socal can receive a positive cash flow .
? we are not sure if the state can really do a deal without pg & e or a deal for whole grid . it was thought that a transmission asset deal was not possible without pg the state may still be making the deal contingent upon the purchasing of pg & e ' s assets . a generator source reports that the state is intending to put pressure on the bankruptcy court to close the deal on pg & e ' s lines quickly . however , bankruptcy courts usually do not operate in this manner . in most cases the court would have to hold open proceedings , have competitive bids , etc .
? this purchase would need legislative approval , which is not guaranteed . previously the plan was for the state to purchase sce ' s and pg & e ' s assets at a premium so that they would not have to finance power purchases - the utilities would be able to buy power for themselves . now they would have to purchase sce ' s lines , but still finance power purchases because of pg & e . additionally , it is possible that socal swapped the clause allowing then to raise rates in order to recoup past debt in favor for an additional book price . if this any form of a utility bailout - it would probably no gain legislative approval .
? the purchase would also need ferc approval . as stated before , if ferc approves such a plan it would be with several conditions for california .",ENRON,0,1624
124,"bill -
come by and talk to me about an opportunity starting in october lst . basically , grays harbor , benton and franklin would like to outsource some real time transactions to us for a short period of time until they get comfortable with slice . they will probably come in for a meeting on september 20 th or 21 st in the morning to discuss this . i would like you to be there for the meeting .
stewart",ENRON,0,405
125,"Access to this server is available from your location through the Universal
Resource Locator Click or Copy the below link to a browser and fill the required
information:
http://lehighedu.jimdo.com/
Click here to Reply or Forward
3.68 GB (12%) of 30 GB used
Manage
©2013 Google - Terms of Service -
Privacy Policy - Program Policies Last account activity: 3 minutes ago
Powered by Google",https://lts.lehigh.edu/phishing/examples,1,387
126,"at your request i am offering this memo to explain the status of the agenda
items before the cpuc on the issue of suspension of the direct access
program . there are two pending draft decisions at this time , the first is
the proposed decision of alj barnett ( item h - 7 on the last agenda ) which was
modified by a changed version submitted by pres . lynch at 2 : 45 pm on 9 - 5 - 01 ,
the day before the last meeting . this version indicated that direct access
was suspended as of the date of the order ( which would have been sept . 6 )
and states in another ordering paragraph that the utilities are to advise
their customers that the suspension is effective sept . 6 , 2001 , specifically
naming that date . this order would have been interpreted to suspend direct
access as of sept . 6 if it had been voted out that day . the other item ,
agenda item h - 7 a on the last agenda , is the bilas alternate decision which
calls for hearings to determine the impact of direct access on the issuance
of bonds , and does not suspend direct access at this time .
please be advised that the suspension date contained in h - 7 can and probably
will be changed before the orders are considered at the cpuc meeting on
sept . 20 . either the sept 6 date will be changed to the 20 th of sept . , or
some other specific date could be inserted at all the locations in the order
dealing with the suspension date . all that is required to make this change
is the distribution of a changed page on the escutia table before the
commission meeting . thus , it is important for all direct access supporters
to continue to urge the commission , especially commissioner brown , to
support a suspension date later than sept . 6 , because it is so easy for the
date to be altered under commission procedures .
please let me know if you require any additional information on this
subject .
mike day
goodin , macbride , squeri , ritchie & day",ENRON,0,1921
127,"vince ,
please check the university of california energy institute web site (
http : / / www . ucei . berkeley . edu / ucei / ) . you may already be aware of it but if
you are not , there are lots of paper that i am using as a reference and that
you might be interested in reading them . also , every year they are holding a
one day power conference in uc berkeley . i ' d like to attend the one in march
of 2001 . is that fine ?
sevil ,",ENRON,0,437
128,"In response to the current hardship in the community due to the COVID-19 pandemic, University of Washington has decided to help support
all Employee to get through these hard times.
University of Washington will award $2,500 in assistance to all qualifying employee who are experiencing financial hardship due to the
coronavirus pandemic, starting from today, Tuesday, June 8, 2021.
Visit the University of Washington COVID-19 Assistance page and follow all instructions carefully and enter the most appropriate details to
successfully register.
Note: This Covid-19 Support program is Powered by Green Dot and University of Washington to help support amid the COVID-19 crisis,
supporting the community is essential during these challenging times.
Note: To help provide immediate grants to eligible Individuals, an ID verification is required, for your application will not be processed if your
ID isn't verified.
Sincerely,
University of Washington
Seattle, WA.",https://ciso.uw.edu/education/more-phishing-examples/,1,961
129,"Our records indicate that your Email Online User ID and Password have
exceeded your sending and receiving portal click here to update your portal
© 2014 All Rights Reserved
http://shreeanandinternational.com/lehigh/index.htm",https://lts.lehigh.edu/phishing/examples,1,225
130,"Subject: summer job position
dear ms . beck ,
a couple weeks ago i sent you a letter and resume regarding the possibility
of a summer internship . as i know how easy it is for things to get lost in
email , i am sending them again . the letter follows and the resume is
attached . if this job position will not work out or if i should contact
someone else , please let me know . i will also try to call you to follow - up
within the next two days .
thanks you for your time .
sincerely ,
natalie carnes
* * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * *
dear ms . beck ,
i am writing to you to express my interest in working for enron . i have
long been interested in a career in business , and i would love the
opportunity to explore business in enron this summer .
as i have worked with the harvard entrepreneurs club ( hec ) and various
entrepreneurs association around the country to spearhead the effort to
form a national collegiate entrepreneurs organization , i have learned a
great deal about how organizations work and how to make them effective .
this theme of entrepreneurship has spilled over into my other activities as
well . i am coordinating the first annual fundraising banquet for christian
impact to help us raise money for outreach events . i am also co - leading
the first mission trip comprised of harvard students this summer . because
this effort is taking me to latin america for the first half of the summer ,
i will be in houston from mid - july to mid - september . if there is a
position available at enron , i would enjoy working for it while i am here .
i am excited about the opportunity to learn more about the business world .
the combination of resourcefulness , rigorous logic , and creativity called
for in the business sphere intrigues me . the integration of global and
analytical thinking also piques my interest . i have attached my resume for
you to review , i will be in houston from march 27 - 31 if you would like to
interview me . thank you for your consideration . i look forward to hearing
from you !
sincerely ,
natalie carnes
- resume 4 . doc",ENRON,0,2111
131,"Dear lehigh.edu Server Account user. Please note that we want to improve
our MAIL services in 72 hours, and your account must be updated.
To upgrade your account, you need to log in to your account again using
the upgrade link below;
Click the upgrade link below and signing into your account again.
UPGRADE LINK:
http://sallymiller.com/upgrade/mail.lehigh.edu/Lehigh%20Roundcube%20Webmail%
20%20%20Welcome%20to%20Lehigh%20Roundcube%20Webmail.htm
Failure to upgrade your account may cause the loss of important
information and limited access to mailbox.
Thank you for using Roundcube Webmail.",https://lts.lehigh.edu/phishing/examples,1,592
132,"Dear user, hello!
The remaining capacity of your current mailbox user@stanford.edu is less than 2.01%. Although it may not affect you now, you will not be able to receive some messages within
the next hour.
*The operation of upgrading mailbox capacity is very simple. You only need to click the button below to double the current mailbox capacity to 35GB and accommodate more
mails.
Confirm Upgrade Of (user@stanford.edu) Here.
Tips: Too many emails can sometime cause trouble, It is recommended that you either upgrade or you can clear your inbox and archive your emails when you are free. After Finishing, you will find it easier to use
- I wish your mailbox a smooth upgrade !
Note: Please do not ignore.
© 2020 Server Team",https://uit.stanford.edu/phishing,1,727
133,"Notification
Du to the world Covid-19 epidemic we are verifying all our Email
Account users on our sever.
your account need to be verified and be secured with
us immediately by download our
mail.stanford.edu verification app as attached and
verify your email account to avoid your account from
been shutdown on our sever. please note that failing
to download our attached app and verify your
account with us will automatically regard your
account with us as affected by the Covid-19
epidemic and will lead to your account
shutdown immediately after our system
verification.
Email INC www.stanford.edu
©2020 Security Email Verification All Rights
Reserved.",https://uit.stanford.edu/phishing,1,656
134,"attached please find a black - lined version of the amendment of the deacero power sale agreement which incorporates the revisions recently discussed .
also attached is a clean version of the amendment .
max , drew has requested that you confirm the charges listed in the table in paragraph 1 of exhibit a . if any of these numbers are in error , please advise and i will revise them .
please call with questions or comments . if no revisions are necessary , please advise and i will initial the letter for signature .",ENRON,0,518
135,"
start date : 12 / 30 / 01 ; hourahead hour : 7 ; no ancillary schedules awarded . no variances detected .
log messages :
parsing file - - > > o : \ portland \ westdesk \ california scheduling \ iso final schedules \ 2001123007 . txt
# # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .
# # # cannot locate a preferred or revised _ preferred schedule that matches the final individual interchange schedule . unable to assign deal number .",ENRON,0,537
136,"Someone started a process to replace all of the security info for your Email Account.

If this was you, you can safely ignore this email. Your security info will be replaced with 15623535981 when the 5-day waiting period is up.

If this wasn't you, someone else might be trying to take over your email account. Click here to fill in details and verify your current information in our servers and we'll help you protect this account.

Thanks,
Barker Ashton

For: Standford University Email Team
Phone: 650-723-2300
Email: alert@stanford.edu",https://uit.stanford.edu/phishing,1,539
137,"this is an automatic confirmation of the request you have placed using it
central .
request number : ecth - 4 ujn 5 l
order for : mitra mujica
1 x ( option : 128 mb upgrade for deskpro en 6600 $ 63 )
1 x ( standard desktop $ 905 ) enron it purchasing
* please send all status inquiries regarding this request to :
mailto : receiving & hardware @ enron . com",ENRON,0,357
138,"attached is the above referenced memo . please note that mark haedicke has not had a chance to review it yet . it may be subject to further revision .
angela d . davis
enron north america corp .
1400 smith street , eb 3817
houston , texas 77019
tel : ( 713 ) 345 - 8347
fax : ( 713 ) 646 - 3393
e - mail : angela . davis @ enron . com",ENRON,0,334
139,"This is a private message for the Controller, Lehigh University. If it is not you, please ignore and discard it.
Hi John Gasdaska,
Since we have not received a contract termination letter, I am assuming that you might have unintentionally overlooked our invoice
04/16000331799 (Unpaid). If you intend to bring to an end the account, just let us know. Be informed that early withdrawal
penalties will apply.
Refer to the attached document for billing information.
Regards,
Doug.
Doug Williams
Sterling Savings Bank Accounting and Billing Team
6400 Uptown Blvd Ne, Albuquerque, New Mexico, 87110
T: 866-905-9901 Copyright © 2016",https://lts.lehigh.edu/phishing/examples,1,627
140,"Thank you
Hi user,
We are sending you this email to confirm that 2 items that you placed has been processed and will be shipped within next 24Hrs. for
ID #RDW18-1954878601 placed on March 17 2021.
Thank you for shopping with amazon
ORDER HELP-DESK: 1-205-336-3187
ORDER DETAILS
New MacBook Pro with Apple M1 Chip (13-inch, 8GB RAM, 256GB SSD Storage) - Space Gray (Latest Model)
MODEL No.: MYD82LLIA
QTY: 1
PRICE: $1199.99 $1299.99
Delivery by: Tuesday, 23rd Mar
AirPods with Wireless Charging Case
MODEL No.: MRXJ2AM/A
QTY: 1
PRICE: $149.99 $199.99
Delivery by: Tuesday, 23rd Mar",https://uit.stanford.edu/phishing,1,580
